Equipamento;Razão Social;Situação;Taxa de Depreciação;Valor do Equipamento;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;36%;77.26;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;36%;77.19;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;31%;83.28;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;33%;80.48;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;36%;77.19;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;36%;77.19;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;36%;77.19;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;31%;83.28;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;33%;1270.14;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;7;Não Obsoleto;32%;130.29;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;29%;108.01;
TERMÔMETRO;1;Não Obsoleto;37%;156.78;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;29%;108.01;
TERMÔMETRO;1;Não Obsoleto;29%;108.01;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;7;Não Obsoleto;36%;178.20;
TERMÔMETRO;7;Não Obsoleto;35%;173.22;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;33%;1270.14;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;7;Não Obsoleto;35%;173.22;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;7;Não Obsoleto;33%;80.09;
TERMÔMETRO;7;Não Obsoleto;35%;173.22;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;33%;112.79;
TERMÔMETRO;1;Não Obsoleto;33%;112.79;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;29%;108.01;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;33%;80.48;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;6;Não Obsoleto;37%;75.81;
TERMÔMETRO;6;Não Obsoleto;37%;75.81;
TERMÔMETRO;6;Não Obsoleto;37%;75.81;
TERMÔMETRO;6;Não Obsoleto;37%;75.81;
TERMÔMETRO;6;Não Obsoleto;37%;75.81;
TERMÔMETRO;6;Não Obsoleto;37%;75.81;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;7;Não Obsoleto;33%;80.65;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;7;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;29%;108.01;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;208.83;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;1;Não Obsoleto;37%;75.25;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;1019.61;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;2506.40;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;2506.40;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;1427.45;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;8152.60;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;27%;18815.77;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;27%;9719.15;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;6899.05;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;28%;21307.81;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;5667.85;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;8152.60;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;2506.40;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;69246.49;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;5560.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;69246.49;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;6899.05;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;5073.10;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;1;Não Obsoleto;37%;15678.08;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;1019.61;
TRANSDUTOR DE ULTRASSOM;6;Não Obsoleto;37%;1427.45;
